Micromagnetic energy calculation : BEMScript 2014
Mesh data:
18 July 2026  17:48:43
         Nodes    Tetrahedra   Bndry nodes   Bndry faces        Volume
          5017         26684          1102          2200  0.900094E-03
Material data:
      Temp (c)            Ms            K1        LamdaS        SigmaS          A_ex Vol^(1/3) (m)     QHardness   Lam_Ex (nm)      Kd V (J)
            20  0.488461E+06 -0.122085E+05  0.000000E+00  0.000000E+00  0.135143E-10  0.965523E-07 -0.814373E-01  0.949461E+01  0.134936E-15
External field direction (x, y, z) and strength B (T):
            hx            hy            hz         B (T)
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
Energies in units of Kd V:
Global-N-Eva      N-Eval              E-Anis                    E-Stress                     E-Exch1                     E-Exch2                     E-Exch3                     E-Exch4                       E-ext                     E-Demag                       E-Tot                          Mx                          My                          Mz
           1           1   -0.16533380527987719816E-01  0.00000000000000000000E+00  0.14703774362201851744E+02  0.17159169585892541932E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.51558261052043002914E-01  0.14738799242725907135E+02 -0.12795026812757929677E-01  0.61201411052140889096E-03 -0.35716618199368270481E-02
           2           2   -0.16540500238165719432E-01  0.00000000000000000000E+00  0.14587372342825924321E+02  0.17045521912447000545E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.52435363286250438741E-01  0.14623267205874009633E+02 -0.13019710231952223364E-01  0.67811664003639712892E-03 -0.34366067624582406770E-02
           3           3   -0.16548165379158458199E-01  0.00000000000000000000E+00  0.14470568614054284851E+02  0.16931380227811743566E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.53325541993754152492E-01  0.14507345990668881086E+02 -0.13244264927328275316E-01  0.74872871091375217418E-03 -0.32968582220344400460E-02
           4           4   -0.16556346314145358595E-01  0.00000000000000000000E+00  0.14353423901250804917E+02  0.16816758796456262814E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.54228473890271140789E-01  0.14391096028826931175E+02 -0.13468761715945791468E-01  0.82388400215602957451E-03 -0.31523707735629491987E-02
           5           5   -0.16565003257131463710E-01  0.00000000000000000000E+00  0.14235999545042997028E+02  0.16701676469522201529E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.55143814250810441191E-01  0.14274578356036675686E+02 -0.13693275590450691356E-01  0.90360220375329124327E-03 -0.30031040374506471138E-02
           6           6   -0.16590876122098141554E-01  0.00000000000000000000E+00  0.13909552956674431812E+02  0.16381740705305258388E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.57727874719624282240E-01  0.13950689955271956322E+02 -0.14302277402180875801E-01  0.11512981547056244311E-02 -0.25692126185517527581E-02
           7           7   -0.16618575253904928346E-01  0.00000000000000000000E+00  0.13583257090587906646E+02  0.16059394940587765177E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.60391275226374559193E-01  0.13627029790560376554E+02 -0.14912895346043189559E-01  0.14328863297477572800E-02 -0.20989942500767005268E-02
           8           8   -0.16646267878811342456E-01  0.00000000000000000000E+00  0.13258411974160614122E+02  0.15735665734730250875E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.63124496584143735545E-01  0.13304890202865944815E+02 -0.15526710608559623691E-01  0.17467149944870817829E-02 -0.15926028164221204837E-02
           9           9   -0.16672033596843032627E-01  0.00000000000000000000E+00  0.12936245783228191186E+02  0.15411602637312165953E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.65917527245478724218E-01  0.12985491276876825140E+02 -0.16144752456464163404E-01  0.20905376299661321618E-02 -0.10506751857725473483E-02
          10          10   -0.16723488068524923478E-01  0.00000000000000000000E+00  0.11962877508858253961E+02  0.14420729839264952332E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.74717776368912067197E-01  0.12020871797158640959E+02 -0.17974828712769931605E-01  0.33378825463569305326E-02  0.77214255812926575317E-03
          11          11   -0.16731152600846444650E-01  0.00000000000000000000E+00  0.11065024836866172109E+02  0.13466919417511617141E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.83578080248411054654E-01  0.11131871764513736167E+02 -0.19812410795242332839E-01  0.47294913702448761542E-02  0.28047781766844751689E-02
          12          12   -0.16728709612577292304E-01  0.00000000000000000000E+00  0.10249649682848522403E+02  0.12564517195449118603E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.92275955187447342154E-01  0.10325196928423391540E+02 -0.21623234228284847480E-01  0.62115855935486923370E-02  0.49736446798722463297E-02
          13          13   -0.16744272262525367045E-01  0.00000000000000000000E+00  0.95152605316552953951E+01  0.11720003152771544919E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.10064380147275069077E+00  0.95991600608655200944E+01 -0.23402017187509983887E-01  0.77364429114719687058E-02  0.72128773987798133413E-02
          14          14   -0.16797402463715638277E-01  0.00000000000000000000E+00  0.71365701370611782650E+01  0.88273900257111126422E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.13010505518468271080E+00  0.72498777897821451432E+01 -0.30210935351791416703E-01  0.11189973386078067713E-01  0.14363407006850906905E-01
          15          15   -0.16690344609115892460E-01  0.00000000000000000000E+00  0.57530945190306219672E+01  0.70115932113502275058E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.14984068647230544546E+00  0.58862448608938109373E+01 -0.35599720799477659050E-01  0.15055061918804376123E-01  0.18718733737992290095E-01
          16          16   -0.16819888628518863544E-01  0.00000000000000000000E+00  0.47844808105454479374E+01  0.57361401023519018594E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.16391012209999275551E+00  0.49315710440169224782E+01 -0.39826517266793412531E-01  0.17849160428011649759E-01  0.20430592210389651037E-01
          17          17   -0.16902004652708458449E-01  0.00000000000000000000E+00  0.40928407638994483975E+01  0.48382003022413577753E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.17360437972130279838E+00  0.42495431389680433654E+01 -0.43657204429529028467E-01  0.19741979022710996056E-01  0.20895475453565185570E-01
          18          18   -0.16678989329205147485E-01  0.00000000000000000000E+00  0.37670810780329611056E+01  0.40689223037776125480E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.17966776444982890393E+00  0.39300698531535842584E+01 -0.50109399101885297723E-01  0.21403335154531587942E-01  0.28040453632940540163E-01
          19          19   -0.16794915136017544988E-01  0.00000000000000000000E+00  0.82541311410226985146E+01  0.97552918765765159748E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.10948215425945080626E+00  0.83468183801461321991E+01 -0.58942607082635850579E-01  0.19496525879603446296E-01  0.35148028610844699038E-01
          20          20   -0.16634069405054560664E-01  0.00000000000000000000E+00  0.35629878865632140794E+01  0.38576411948613809066E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.18030295411542132666E+00  0.37266567712735803042E+01 -0.52014158506328567189E-01  0.20758582782437768471E-01  0.28792723931593548065E-01
          21          21   -0.16655617810662336903E-01  0.00000000000000000000E+00  0.30798636829043104512E+01  0.33547709855790475153E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.18544171726360550445E+00  0.32486497823572535459E+01 -0.53039697010307848557E-01  0.20654600707484579991E-01  0.28277411307857373834E-01
          22          22   -0.16655114640733059000E-01  0.00000000000000000000E+00  0.27353478348963085054E+01  0.29934296402810400828E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.18909588400896246152E+00  0.29077886042645384457E+01 -0.53796915703859374269E-01  0.20556211240083943625E-01  0.27659011860273374078E-01
          23          23   -0.16626320245010144105E-01  0.00000000000000000000E+00  0.24890162667188997503E+01  0.27324128744519788903E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.19165559934459017177E+00  0.26640455458184799653E+01 -0.54359518635673946541E-01  0.20454927507584669960E-01  0.26952873964079856334E-01
          24          24   -0.16515284361876068908E-01  0.00000000000000000000E+00  0.20248447990078703995E+01  0.22281810911917827589E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.19669433843851671928E+00  0.22050238530845107654E+01 -0.55452353580345413453E-01  0.19688606244689092761E-01  0.24403186022924794329E-01
          25          25   -0.16478896221757115964E-01  0.00000000000000000000E+00  0.18474172813981832864E+01  0.20253719771047689058E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.19836838549128707476E+00  0.20293067706677132556E+01 -0.55451745090506175673E-01  0.19104981371547532371E-01  0.22288035505454179691E-01
          26          26   -0.16462278828519177204E-01  0.00000000000000000000E+00  0.17288922629381142659E+01  0.18880469979937921643E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.19914421608592369761E+00  0.19115742001955187135E+01 -0.55272178723781983933E-01  0.18295649957146848524E-01  0.20280976541419096226E-01
          27          27   -0.16452510449138348092E-01  0.00000000000000000000E+00  0.16337191953003382672E+01  0.17775359284839846730E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.19947043601805480861E+00  0.18167371208692546514E+01 -0.54872911268660500006E-01  0.17210226651866493419E-01  0.18337114926250362712E-01
          28          28   -0.16448164334903331990E-01  0.00000000000000000000E+00  0.15884964338905127601E+01  0.16921302504065038885E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.19715597654498762115E+00  0.17692042461005970111E+01 -0.53185395388813269668E-01  0.13048228651185904067E-01  0.12291896354732731109E-01
          29          29   -0.16272117845366518979E-01  0.00000000000000000000E+00  0.27862631329988074569E+01  0.30616489471168217840E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.16684232742492552393E+00  0.29368333425783665902E+01 -0.58370774132161074021E-01 -0.73080662856941959663E-05  0.63566226125174041250E-02
          30          30   -0.16412634825118066484E-01  0.00000000000000000000E+00  0.15009352195218985671E+01  0.15987040910159502349E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.19669416570853104353E+00  0.16812167504053114886E+01 -0.52761753554599728766E-01  0.11754708498082371351E-01  0.10817794964440527808E-01
          31          31   -0.16383610881855702884E-01  0.00000000000000000000E+00  0.14217577913241155052E+01  0.15150268838937872573E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.19701216352558531542E+00  0.16023863439678449616E+01 -0.52499947521241895065E-01  0.11224552864780844644E-01  0.10238619140452962647E-01
          32          32   -0.16356079286428865799E-01  0.00000000000000000000E+00  0.13620201495387218582E+01  0.14502970286853578141E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.19716086037883920334E+00  0.15428249306311323519E+01 -0.52151674912587361876E-01  0.10682475040269846789E-01  0.96583733244668661805E-02
          33          33   -0.16339246396156185959E-01  0.00000000000000000000E+00  0.13155548015728815159E+01  0.13990465061182753015E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.19715946216455559892E+00  0.14963750173412808664E+01 -0.51761601483616130615E-01  0.10142674741178933293E-01  0.90891430603830345586E-02
          34          34   -0.16335670157701737137E-01  0.00000000000000000000E+00  0.12140078033970531646E+01  0.12839844624271461448E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.19663531692598465450E+00  0.13943074501653360819E+01 -0.50726156678229009089E-01  0.87550693140533812631E-02  0.73750487653406870264E-02
          35          35   -0.16334521121184279041E-01  0.00000000000000000000E+00  0.11592950578839151810E+01  0.12242447779834719768E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.19562863548131284586E+00  0.13385891722440437235E+01 -0.49891513225148662047E-01  0.76950574339205426652E-02  0.58412721649228095677E-02
          36          36   -0.16335224643154615254E-01  0.00000000000000000000E+00  0.11150434744562800482E+01  0.11768645299718500929E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.19446249799236839384E+00  0.12931707478054939031E+01 -0.49151681574880437542E-01  0.65612255014222096994E-02  0.44892747864024454621E-02
          37          37   -0.16338692504197158128E-01  0.00000000000000000000E+00  0.10761447390533809276E+01  0.11354734791161027463E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.19318876720331679131E+00  0.12529948137525004359E+01 -0.48451606452652798418E-01  0.53151887274096492123E-02  0.33232963743349821714E-02
          38          38   -0.16355599587422730429E-01  0.00000000000000000000E+00  0.10292683831606215250E+01  0.10797763136150628771E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.18857362470766239615E+00  0.12014864082808611734E+01 -0.48251596272019414702E-01  0.32288444235056433431E-03  0.52168449197869141629E-03
          39          39   -0.16228492019686215075E-01  0.00000000000000000000E+00  0.12038669282317968623E+01  0.12710045244251462204E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.17625410156421064678E+00  0.13638925377763213564E+01 -0.49833973095499112249E-01 -0.10637729872299359762E-01 -0.54713128401001950157E-02
          40          40   -0.16344106739312518062E-01  0.00000000000000000000E+00  0.99745598839787197321E+00  0.10457158263459058745E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.18769161751192439680E+00  0.11688034991704838728E+01 -0.48110238204629639236E-01 -0.92286428521990099359E-03  0.10862312499769176941E-04
          41          41   -0.16335163728467473609E-01  0.00000000000000000000E+00  0.97280004220341331767E+00  0.10192325778072686138E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.18725119604047468780E+00  0.11437160745154204555E+01 -0.48093762647230142715E-01 -0.17142637549379211460E-02 -0.23602642995294642126E-03
          42          42   -0.16324093783596782536E-01  0.00000000000000000000E+00  0.95252695657019992304E+00  0.99719935298453743489E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.18678698150324396510E+00  0.11229898442898471611E+01 -0.48028426946137757481E-01 -0.24793302540808298019E-02 -0.47150293854438088447E-03
          43          43   -0.16311941270124204195E-01  0.00000000000000000000E+00  0.93536122235226326627E+00  0.97816913660701187982E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.18630491083183067791E+00  0.11053541919139697747E+01 -0.47937255523057484274E-01 -0.32240436914113038656E-02 -0.68359799447462209817E-03
          44          44   -0.16277864887840685915E-01  0.00000000000000000000E+00  0.89426759955016721371E+00  0.93255126529181830985E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.18503919528098106140E+00  0.10630289299433075545E+01 -0.47807523085915952510E-01 -0.53149281928576343897E-02 -0.11224381518597449561E-02
          45          45   -0.16243981249575087378E-01  0.00000000000000000000E+00  0.86621071987113040791E+00  0.90234822833687899912E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.18363786761163966577E+00  0.10336046062331949447E+01 -0.47675918461150150474E-01 -0.73734930045145467836E-02 -0.14766505433349366456E-02
          46          46   -0.16208483780941401048E-01  0.00000000000000000000E+00  0.84128619429956841280E+00  0.87558115473545472529E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.18222763903700456289E+00  0.10073053495556316683E+01 -0.47609544338194607904E-01 -0.94079714067134140310E-02 -0.18035287132447362646E-02
          47          47   -0.16169678745593704661E-01  0.00000000000000000000E+00  0.81810965349242981137E+00  0.85067516361317074836E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.18082155388243303928E+00  0.98276152862926902110E+00 -0.47622234243572147960E-01 -0.11404534956994630268E-01 -0.21359879775151259171E-02
          48          48   -0.16057110390099483405E-01  0.00000000000000000000E+00  0.77966260062362646721E+00  0.80893361568787769400E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.17676954803592842547E+00  0.94037503826945545438E+00 -0.48977554689636132457E-01 -0.18957071825050304803E-01 -0.36300705597437652253E-02
          49          49   -0.15833599352772089602E-01  0.00000000000000000000E+00  0.79477852609476329349E+00  0.81684823825413532816E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.17031331978491995316E+00  0.94925824652691126460E+00 -0.52548072681814647633E-01 -0.30261032628340091971E-01 -0.65827288060136858461E-02
          50          50   -0.16025428906531590661E-01  0.00000000000000000000E+00  0.76400876874696210805E+00  0.79236216490115807254E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.17601987229961493786E+00  0.92400321214004543791E+00 -0.49234660811562462601E-01 -0.20205944074296822155E-01 -0.39556976531787317944E-02
          51          51   -0.16003803466957698676E-01  0.00000000000000000000E+00  0.75299249008172763897E+00  0.78033861456568476278E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.17553538635519097544E+00  0.91252407296996096431E+00 -0.49393651944966712741E-01 -0.20930994672761122494E-01 -0.41983068489206279775E-02
          52          52   -0.15984234771593445329E-01  0.00000000000000000000E+00  0.74279954317500851424E+00  0.76888623980850201445E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.17505177401171531648E+00  0.90186708241513047213E+00 -0.49546245507481156967E-01 -0.21614997465302647484E-01 -0.44570311131147148306E-02
          53          53   -0.15965135493511275339E-01  0.00000000000000000000E+00  0.73290362042514634044E+00  0.75777850814554947867E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.17457281614773240142E+00  0.89151130107936749081E+00 -0.49694920955612315039E-01 -0.22270546886567130912E-01 -0.47325877627326191563E-02
          54          54   -0.15905740004874206750E-01  0.00000000000000000000E+00  0.70446957217749728297E+00  0.72619034465877430051E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.17335427613563755833E+00  0.86191810830826065537E+00 -0.50152025328588124842E-01 -0.24097593168694926569E-01 -0.55681939770301884518E-02
          55          55   -0.15846739457669737489E-01  0.00000000000000000000E+00  0.68609543498182057331E+00  0.70679232900596200562E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.17209178132607053091E+00  0.84234047685022128693E+00 -0.50722959529694820746E-01 -0.26108254843013118524E-01 -0.62982573239107357208E-02
          56          56   -0.15786970447170652065E-01  0.00000000000000000000E+00  0.66941883364025434044E+00  0.68906419104528227049E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.17087231401277072629E+00  0.82450417720585444936E+00 -0.51378090061074410677E-01 -0.28113031507550800131E-01 -0.70297197904830082890E-02
          57          57   -0.15725797608367265978E-01  0.00000000000000000000E+00  0.65356084008162951271E+00  0.67220021729538437238E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.16969287257213341857E+00  0.80752791504539556122E+00 -0.52082996452797417075E-01 -0.30117395520635699413E-01 -0.77959906615579265335E-02
          58          58   -0.15565933853120236460E-01  0.00000000000000000000E+00  0.61433220520371811801E+00  0.62453043973395150346E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.16678102791319218690E+00  0.76554729926379005978E+00 -0.54843338697589838482E-01 -0.36773137261320254510E-01 -0.10886254141254596284E-01
          59          59   -0.15426880825150448423E-01  0.00000000000000000000E+00  0.59495893315902748100E+00  0.59969712211824377501E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.16329635493347735564E+00  0.74282840726735444026E+00 -0.58221854777474241205E-01 -0.44262907235029562425E-01 -0.12811097734734995524E-01
          60          60   -0.15330050161444366136E-01  0.00000000000000000000E+00  0.58680413218125504482E+00  0.59648181732458527282E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.15527547451962145364E+00  0.72674955653943207334E+00 -0.70199092505790552932E-01 -0.57285246695560773644E-01 -0.14505559773681439562E-01
