Micromagnetic energy calculation : BEMScript 2014
Mesh data:
18 July 2026  17:48:23
         Nodes    Tetrahedra   Bndry nodes   Bndry faces        Volume
          5017         26684          1102          2200  0.900094E-03
Material data:
      Temp (c)            Ms            K1        LamdaS        SigmaS          A_ex Vol^(1/3) (m)     QHardness   Lam_Ex (nm)      Kd V (J)
            20  0.488461E+06 -0.122085E+05  0.000000E+00  0.000000E+00  0.135143E-10  0.965523E-07 -0.814373E-01  0.949461E+01  0.134936E-15
External field direction (x, y, z) and strength B (T):
            hx            hy            hz         B (T)
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
Energies in units of Kd V:
Global-N-Eva      N-Eval              E-Anis                    E-Stress                     E-Exch1                     E-Exch2                     E-Exch3                     E-Exch4                       E-ext                     E-Demag                       E-Tot                          Mx                          My                          Mz
           1           1   -0.16441841308410257844E-01  0.00000000000000000000E+00  0.14750598299709448469E+02  0.17219098105900112472E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.53677589997437408220E-01  0.14787834048398474707E+02  0.85357262058837943784E-03 -0.88150207768251265944E-02 -0.46495029577963767342E-02
           2           2   -0.16437795272362356463E-01  0.00000000000000000000E+00  0.14630980228117685726E+02  0.17101727585545621224E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.54714020063952158168E-01  0.14669256452909277044E+02  0.68753718222796524843E-03 -0.89538720348014966266E-02 -0.46665168335963064586E-02
           3           3   -0.16434168917223528766E-01  0.00000000000000000000E+00  0.14510848455688687864E+02  0.16983601498841657929E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.55768092355660880965E-01  0.14550182379127123866E+02  0.51907203609524298505E-03 -0.90950211818189574675E-02 -0.46836144974385391510E-02
           4           4   -0.16430982214779555478E-01  0.00000000000000000000E+00  0.14390274160775884837E+02  0.16864834859132141531E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.56839443671492496934E-01  0.14430682622232598789E+02  0.34837649479113732892E-03 -0.92384199527213179542E-02 -0.47005682946423023305E-02
           5           5   -0.16428253530621200057E-01  0.00000000000000000000E+00  0.14269329273639712596E+02  0.16745548051480898977E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.57927686210504175657E-01  0.14310828706319595582E+02  0.17565221213498811515E-03 -0.93840113772500136080E-02 -0.47171386844393177820E-02
           6           6   -0.16423224967835384908E-01  0.00000000000000000000E+00  0.13932728084627575171E+02  0.16413628416922229292E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.61010493515889704930E-01  0.13977315353175630008E+02 -0.30821162801115340986E-03 -0.97951986150370540241E-02 -0.47485969034497229127E-02
           7           7   -0.16422076421070092717E-01  0.00000000000000000000E+00  0.13595895772339440910E+02  0.16078739648387443850E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.64204588003403964547E-01  0.13643678283921774508E+02 -0.80196186753450898060E-03 -0.10220571551973070892E-01 -0.47672955238048419016E-02
           8           8   -0.16424653632937071673E-01  0.00000000000000000000E+00  0.13260358129692862761E+02  0.15741744468062115914E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.67498986169171618088E-01  0.13311432462229095819E+02 -0.13018136212733554327E-02 -0.10658042950009620833E-01 -0.47684096422209061583E-02
           9           9   -0.16430468807798512265E-01  0.00000000000000000000E+00  0.12927550962282387204E+02  0.15403822253701363820E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.70881945428605916404E-01  0.12982002438903194275E+02 -0.18043660084263890998E-02 -0.11105333412162812778E-01 -0.47480712515518405312E-02
          10          10   -0.16461784890974870410E-01  0.00000000000000000000E+00  0.11923520028800451698E+02  0.14372881366263845493E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.81640922679807367834E-01  0.11988699166589283251E+02 -0.33635083459705285638E-02 -0.12494632292187732650E-01 -0.43752486394081826354E-02
