Micromagnetic energy calculation : BEMScript 2014
Mesh data:
18 July 2026  17:48:04
         Nodes    Tetrahedra   Bndry nodes   Bndry faces        Volume
          5017         26684          1102          2200  0.900094E-03
Material data:
      Temp (c)            Ms            K1        LamdaS        SigmaS          A_ex Vol^(1/3) (m)     QHardness   Lam_Ex (nm)      Kd V (J)
            20  0.488461E+06 -0.122085E+05  0.000000E+00  0.000000E+00  0.135143E-10  0.965523E-07 -0.814373E-01  0.949461E+01  0.134936E-15
External field direction (x, y, z) and strength B (T):
            hx            hy            hz         B (T)
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
Energies in units of Kd V:
Global-N-Eva      N-Eval              E-Anis                    E-Stress                     E-Exch1                     E-Exch2                     E-Exch3                     E-Exch4                       E-ext                     E-Demag                       E-Tot                          Mx                          My                          Mz
           1           1   -0.16513640720256843319E-01  0.00000000000000000000E+00  0.14736268735680370767E+02  0.17180612511342648219E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.49369756707396447726E-01  0.14769124851667511322E+02 -0.34093578486056900709E-02 -0.76011964344145188481E-03 -0.39346405342921188936E-02
           2           2   -0.16510381149759091601E-01  0.00000000000000000000E+00  0.14617659462978986440E+02  0.17064464931738164921E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.50267764214075034979E-01  0.14651416846043302300E+02 -0.33873258508151501620E-02 -0.67542513216141246164E-03 -0.38378614386994228461E-02
           3           3   -0.16506788702389030288E-01  0.00000000000000000000E+00  0.14498619659748751332E+02  0.16947593761019906111E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.51181298263398782022E-01  0.14533294169309760591E+02 -0.33593664293760402799E-02 -0.59273153526429175290E-03 -0.37372046769557874801E-02
           4           4   -0.16502897596821473197E-01  0.00000000000000000000E+00  0.14379217593614162851E+02  0.16830001368541385176E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.52109968544617697728E-01  0.14414824664561958656E+02 -0.33253300561748170075E-02 -0.51234134977228039994E-03 -0.36325836900360682080E-02
           5           5   -0.16498748441800596687E-01  0.00000000000000000000E+00  0.14259521681258574333E+02  0.16711773134961408260E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.53053355034652124878E-01  0.14296076287851427367E+02 -0.32850823665420371064E-02 -0.43455030335031385406E-03 -0.35239115845981977722E-02
           6           6   -0.16486551727502775366E-01  0.00000000000000000000E+00  0.13926591593326302032E+02  0.16383120972538900872E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.55730376879967735704E-01  0.13965835418478766528E+02 -0.31494004332456981138E-02 -0.23687512007526599872E-03 -0.32162287704188960089E-02
           7           7   -0.16473832838892719932E-01  0.00000000000000000000E+00  0.13593884854278192265E+02  0.16052675136699370739E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.58501956755319127479E-01  0.13635912978194619782E+02 -0.29648050262865524064E-02 -0.67116644367362215126E-04 -0.28771695560637689827E-02
           8           8   -0.16461902580435609778E-01  0.00000000000000000000E+00  0.13262805809518606992E+02  0.15721771461656386393E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.61355786127171449418E-01  0.13307699693065341506E+02 -0.27308350163145877348E-02  0.69925957591641119408E-04 -0.25058576168776459762E-02
           9           9   -0.16452076164567838029E-01  0.00000000000000000000E+00  0.12934658253411999596E+02  0.15390365133399537712E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.64278718899996173386E-01  0.12982484896147427733E+02 -0.24482887404662914341E-02  0.17055892576806460032E-03 -0.21024130966436280210E-02
          10          10   -0.16446951819194831346E-01  0.00000000000000000000E+00  0.11944451755763834555E+02  0.14380219218340320353E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.73545765533887696996E-01  0.12001550569478526498E+02 -0.14044860192606045419E-02  0.22633707561620615228E-03 -0.84616916333251008305E-03
          11          11   -0.16481768485438769850E-01  0.00000000000000000000E+00  0.11035567464232759249E+02  0.13419967343519187963E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.82813625796429909953E-01  0.11101899321543749366E+02 -0.46933168094351364872E-04 -0.54321399870981870695E-04  0.56361053853726565070E-03
          12          12   -0.16537042583017164121E-01  0.00000000000000000000E+00  0.10213552689502687798E+02  0.12514544919203803630E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.91809562359374888296E-01  0.10288825209279044870E+02  0.15638757390487559480E-02 -0.57699832597130692059E-03  0.20164866428683571320E-02
          13          13   -0.16594341653374176243E-01  0.00000000000000000000E+00  0.94738614546116117765E+01  0.11666579103215624968E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.10036228115365365687E+00  0.95576293941118901643E+01  0.33730187134279475576E-02 -0.12617784891604524530E-02  0.34283179300574548320E-02
          14          14   -0.16747856093757597373E-01  0.00000000000000000000E+00  0.70969102792234615151E+01  0.87958459404382960400E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.12946537837821819883E+00  0.72096278015079224843E+01  0.75236448113707547758E-02 -0.47188309246084074455E-02  0.54654936475292108938E-02
          15          15   -0.16764148665744660338E-01  0.00000000000000000000E+00  0.57801590943359784092E+01  0.70807267454495805836E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.14494746589374790657E+00  0.59083424115639813223E+01  0.11845147335058821281E-01 -0.88502659331271479881E-02  0.78544699528207417849E-02
          16          16   -0.16800050577512281452E-01  0.00000000000000000000E+00  0.48705949913733261880E+01  0.58757886730152870669E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.15347829292316145233E+00  0.50072732337189753693E+01  0.16286575982714053545E-01 -0.14008055905751024689E-01  0.10145830711827593176E-01
          17          17   -0.16822083841164407053E-01  0.00000000000000000000E+00  0.41923165934788020337E+01  0.49836770582157123854E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.15795229399972812723E+00  0.43334468036373650079E+01  0.21169431552436602378E-01 -0.19645322193919782794E-01  0.11458245522345176376E-01
          18          18   -0.16740808740152962608E-01  0.00000000000000000000E+00  0.38843641712112617626E+01  0.41853543590161415011E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.14418603606625135516E+00  0.40118093985373608490E+01  0.41290526203687887008E-01 -0.38357072127658917160E-01  0.14777207228119133495E-01
          19          19   -0.16484636419440808902E-01  0.00000000000000000000E+00  0.84640671854878792857E+01  0.10022437430533418734E+02  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.89808629113521928899E-01  0.85373911781819611377E+01  0.38798350755669043510E-01 -0.22596504557852857553E-01  0.25493896037738116717E-01
          20          20   -0.16663541891103798853E-01  0.00000000000000000000E+00  0.36546017484473685144E+01  0.39526139568765636945E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.14102102445256967100E+00  0.37789592310088346849E+01  0.44982383969882210051E-01 -0.40672242853713430621E-01  0.15404429528979064409E-01
          21          21   -0.16590184961400380320E-01  0.00000000000000000000E+00  0.31389916824957837527E+01  0.34160109579247430744E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.14398362332039590927E+00  0.32663851208547787230E+01  0.45925380872602838966E-01 -0.43334643658766623664E-01  0.14004097427510409091E-01
          22          22   -0.16535044888845020633E-01  0.00000000000000000000E+00  0.27717734937720841515E+01  0.30308670585677419673E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.14593550210212938301E+00  0.29011739509853691210E+01  0.46644035577154747962E-01 -0.45309768651917450843E-01  0.12783187853534782458E-01
          23          23   -0.16494975468603290114E-01  0.00000000000000000000E+00  0.25109829723197609752E+01  0.27531803417406619516E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.14713025124267187227E+00  0.26416182480938297239E+01  0.47431569963259839762E-01 -0.46838221594885660892E-01  0.11699995972141630576E-01
          24          24   -0.16424897525698443912E-01  0.00000000000000000000E+00  0.20186848795846086269E+01  0.22106562322149727606E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.14906506478790412795E+00  0.21513250468468139154E+01  0.50681586889694395237E-01 -0.50319205865718773241E-01  0.84391692651912021683E-02
          25          25   -0.16409344425182156163E-01  0.00000000000000000000E+00  0.18316863669439897855E+01  0.19983103563843129802E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.14807633956840382528E+00  0.19633533620872114511E+01  0.53819197484426893607E-01 -0.52266812480226243487E-01  0.62087464223040938344E-02
          26          26   -0.16385407342256699814E-01  0.00000000000000000000E+00  0.17055271038855093213E+01  0.18525020350734036079E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.14651448659454369139E+00  0.18356561831377962157E+01  0.56865670024375661318E-01 -0.53672402275798093696E-01  0.43731890097421450073E-02
          27          27   -0.16362400021878224093E-01  0.00000000000000000000E+00  0.16047597566572544547E+01  0.17365358343094428051E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.14475997691923550570E+00  0.17331573335546117676E+01  0.59940556206420955720E-01 -0.54777367828063659727E-01  0.28020774373770976871E-02
          28          28   -0.16341802470125593727E-01  0.00000000000000000000E+00  0.15452059294357201047E+01  0.16397895968408098266E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.13671830359561645829E+00  0.16655824305612110248E+01  0.69213593358017883039E-01 -0.57817266091864653876E-01 -0.37566109580052637305E-02
          29          29   -0.16371954594721977588E-01  0.00000000000000000000E+00  0.25825376367222161456E+01  0.28373571941888164893E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.10588685810159038925E+00  0.26720525402290844497E+01  0.75289047044314508228E-01 -0.66606459672095164048E-01 -0.81351526155445368776E-02
          30          30   -0.16345732071806506891E-01  0.00000000000000000000E+00  0.14606031574016109520E+01  0.15482252663901070466E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.13494384233418249552E+00  0.15792012676639870516E+01  0.71799801292278184195E-01 -0.58773838726167808300E-01 -0.49481827520294367415E-02
          31          31   -0.16342378825479914745E-01  0.00000000000000000000E+00  0.13836938142206804958E+01  0.14646425985939917069E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.13454737696123209023E+00  0.15018988123564325221E+01  0.73136712254683988732E-01 -0.58913035368462179919E-01 -0.52581468450399806991E-02
          32          32   -0.16336277729597649400E-01  0.00000000000000000000E+00  0.13244156015737178489E+01  0.14008149218489589494E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.13403341891736969549E+00  0.14421127427614899297E+01  0.74350214997525629346E-01 -0.59041287680140851213E-01 -0.55305249547426991660E-02
          33          33   -0.16328791395206931902E-01  0.00000000000000000000E+00  0.12786450153066393209E+01  0.13514213098648100164E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.13344066186707004285E+00  0.13957568857785025429E+01  0.75470516787979100015E-01 -0.59138016338041825282E-01 -0.57650194860188351195E-02
          34          34   -0.16306519705198679188E-01  0.00000000000000000000E+00  0.11819414200556892514E+01  0.12457599557320586658E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.13190453492274420433E+00  0.12975394352732347869E+01  0.78419407802860982559E-01 -0.59073620382026417741E-01 -0.65164134668359331715E-02
          35          35   -0.16294029812628653409E-01  0.00000000000000000000E+00  0.11268592854757748523E+01  0.11870953446003340570E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.13001723242674309566E+00  0.12405824880898892459E+01  0.81263032921525396590E-01 -0.58904456220735708361E-01 -0.68523375818206055943E-02
          36          36   -0.16280019479038346925E-01  0.00000000000000000000E+00  0.10808817057824842145E+01  0.11375581172749120729E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.12813276824087385664E+00  0.11927344545443196999E+01  0.84030149186836808339E-01 -0.58673164668260113785E-01 -0.71834182617064703050E-02
          37          37   -0.16265963101711369831E-01  0.00000000000000000000E+00  0.10393881999280776274E+01  0.10926760028955351256E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.12627666382279914559E+00  0.11493989006491653893E+01  0.86684924204172869588E-01 -0.58380025340692177915E-01 -0.75813819546050147113E-02
          38          38   -0.16224081505688554838E-01  0.00000000000000000000E+00  0.97761895489389816216E+00  0.10164154797444084899E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.12032710775785526724E+00  0.10817219811460649925E+01  0.92966533811406279475E-01 -0.58237323213634402397E-01 -0.94367446826670049048E-02
          39          39   -0.16149162153751651927E-01  0.00000000000000000000E+00  0.11790544011820902615E+01  0.12455851274881677426E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.10748143435073664875E+00  0.12703866733790749599E+01  0.10078358365571003785E+00 -0.55663303318535799213E-01 -0.12706972583084816947E-01
          40          40   -0.16202286250788604932E-01  0.00000000000000000000E+00  0.94303264992579916015E+00  0.98075001170974840381E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.11920267731589463678E+00  0.10460330409909053273E+01  0.94200850965777890855E-01 -0.57820259471840509957E-01 -0.99276094033906182174E-02
          41          41   -0.16183735415307216876E-01  0.00000000000000000000E+00  0.91864913113065682637E+00  0.95583823204280027319E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.11862057213509480391E+00  0.10210859678504444759E+01  0.94873602950356683561E-01 -0.57426247273931634030E-01 -0.10275679043299677448E-01
          42          42   -0.16168346309443793613E-01  0.00000000000000000000E+00  0.89872251088434340627E+00  0.93480598305125472969E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.11802003430187044120E+00  0.10005741988767702377E+01  0.95544208657250370709E-01 -0.57041598125580871004E-01 -0.10606563621614231718E-01
          43          43   -0.16155681416738950501E-01  0.00000000000000000000E+00  0.88173121963443190641E+00  0.91641152928417612955E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.11741524012037296565E+00  0.98299077833806602911E+00  0.96222319739966200025E-01 -0.56672085711574150813E-01 -0.10936783888540203488E-01
          44          44   -0.16137217931498346046E-01  0.00000000000000000000E+00  0.84195306724560503575E+00  0.87361008853386656892E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.11582285942090088382E+00  0.94163870873500743475E+00  0.98076007624824448894E-01 -0.55680465720869563861E-01 -0.11979419403908538391E-01
          45          45   -0.16116537614111421661E-01  0.00000000000000000000E+00  0.81502917233273586284E+00  0.84515752449753356323E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.11419436125091210477E+00  0.91310699596953659452E+00  0.99820895805928316902E-01 -0.54981402151252328769E-01 -0.12815422107325542475E-01
          46          46   -0.16097312841569524910E-01  0.00000000000000000000E+00  0.79176313327812108955E+00  0.82071945445117078233E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.11257616310744840427E+00  0.88824198354400007993E+00  0.10142429343523620688E+00 -0.54276807859944216361E-01 -0.13641160757250617511E-01
          47          47   -0.16079330176381596146E-01  0.00000000000000000000E+00  0.77080646979356481907E+00  0.79878298319177087894E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.11098016637302410281E+00  0.86570730599020728757E+00  0.10290138291680220317E+00 -0.53531291341831217789E-01 -0.14454747634219455160E-01
          48          48   -0.16051386436763293020E-01  0.00000000000000000000E+00  0.75751436485331291593E+00  0.78583058642324599141E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.10617420666962167075E+00  0.84763718508617136305E+00  0.10644090700570919827E+00 -0.50380407272048240153E-01 -0.16867786156042636342E-01
          49          49   -0.16087253756455085346E-01  0.00000000000000000000E+00  0.99952727052280521125E+00  0.10930020656941912272E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.95469259496716363245E-01  0.10789092762630667632E+01  0.11071038307631562991E+00 -0.43396471859267662929E-01 -0.23122803024813884387E-01
          50          50   -0.16047566679920421268E-01  0.00000000000000000000E+00  0.73887270169370522499E+00  0.76599078749726479121E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.10511245190868902244E+00  0.82793758692247376718E+00  0.10713184676796153050E+00 -0.49519252068491857732E-01 -0.17439784042658664637E-01
          51          51   -0.16051501011384212286E-01  0.00000000000000000000E+00  0.72363648920009127075E+00  0.75006119678596183675E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.10457263475872054237E+00  0.81215762294742765981E+00  0.10732805437468014020E+00 -0.48985694981959648775E-01 -0.17832448445101286433E-01
          52          52   -0.16056733713268659530E-01  0.00000000000000000000E+00  0.71111136990717138673E+00  0.73747939965800723972E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.10401993330940996485E+00  0.79907456950331257062E+00  0.10754017060758398749E+00 -0.48489450128745573143E-01 -0.18165455213380303501E-01
          53          53   -0.16057203818761380670E-01  0.00000000000000000000E+00  0.70123332398081561490E+00  0.72759181389054106148E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.10346108371738101106E+00  0.78863720387943525569E+00  0.10778472555393031618E+00 -0.48026393141348544535E-01 -0.18462716212972938440E-01
          54          54   -0.16042483669464587676E-01  0.00000000000000000000E+00  0.67983644011136656893E+00  0.70543001145974881805E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.10199016617687915731E+00  0.76578412261878125999E+00  0.10848761569605898381E+00 -0.46949806231462505590E-01 -0.19228240670452239475E-01
          55          55   -0.16038995472736711223E-01  0.00000000000000000000E+00  0.66585731765765765466E+00  0.69038086968455869563E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.10058532654184350330E+00  0.75040364872676446062E+00  0.10931537347828897133E+00 -0.45774263357144108488E-01 -0.19959297852853472716E-01
          56          56   -0.16036446365089683519E-01  0.00000000000000000000E+00  0.65394029060864833358E+00  0.67733994295512645056E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99246352057680731207E-01  0.73715019630123934657E+00  0.11015626280287654781E+00 -0.44508795775703782760E-01 -0.20643411325455815475E-01
          57          57   -0.16036113939359067371E-01  0.00000000000000000000E+00  0.64318951654826028719E+00  0.66579879918229012414E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.97964922492338610271E-01  0.72511832510123985784E+00  0.11098764252631530824E+00 -0.43178833134229356594E-01 -0.21297810831929761544E-01
          58          58   -0.16044466044606468108E-01  0.00000000000000000000E+00  0.65026440762998649614E+00  0.67436281207451420627E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.94550758956154251633E-01  0.72877070054153425538E+00  0.11299422376695110459E+00 -0.38060892776052332453E-01 -0.23744089472253218642E-01
          59          59   -0.16036465778317306186E-01  0.00000000000000000000E+00  0.63944614563577173438E+00  0.66185438351730474515E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.97497443946346101784E-01  0.72090712380380050917E+00  0.11129454666542819286E+00 -0.42672029806095607141E-01 -0.21538154109334434194E-01
          60          60   -0.16037085367037750422E-01  0.00000000000000000000E+00  0.63580617429773589322E+00  0.65801844557119870682E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.97037382829286769614E-01  0.71680647175998501996E+00  0.11159790105304651098E+00 -0.42158922443327480345E-01 -0.21776482700890349015E-01
          61          61   -0.16037957527691541759E-01  0.00000000000000000000E+00  0.63226430451231274699E+00  0.65428537263441988170E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.96584650943318570149E-01  0.71281099792793978231E+00  0.11189788837712687231E+00 -0.41639637491718645146E-01 -0.22013061844281305024E-01
          62          62   -0.16039065771185891107E-01  0.00000000000000000000E+00  0.62881577509599528852E+00  0.65065000295023678323E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.96139152641829137003E-01  0.70891586196663858299E+00  0.11219468184950531775E+00 -0.41114299798755957194E-01 -0.22248151300112647272E-01
          63          63   -0.16043335695767869248E-01  0.00000000000000000000E+00  0.61992407667422377848E+00  0.64119836755219805635E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.94988896654159785116E-01  0.69886963763261578109E+00  0.11298016824017527437E+00 -0.39663860229798793278E-01 -0.22872429947808803341E-01
          64          64   -0.16048662478146895338E-01  0.00000000000000000000E+00  0.61160617252627724749E+00  0.63240545144933446586E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.93886677793752482124E-01  0.68944418784188277183E+00  0.11375510526208089390E+00 -0.38173385384002146703E-01 -0.23497739022517710045E-01
